geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,Demand Gen_spend,Conversions,Population,Revenue_Per_Conversion
Maryland,10/30/23,814,"4,239",883,,$284.34,$12.43,$12.79, --,7,6165129,"$4,116"
Massachusetts,10/30/23,"2,010","4,438",828,,$509.70,$36.11,$12.39, --,6,6984723,"$3,528"
Michigan,10/30/23,"1,001","12,280",817,,$311.97,$14.78,$12.36, --,3,10077331,"$1,764"
Minnesota,10/30/23,588,"3,224",594,,$197.63,$4.07,$10.84, --,0,5706398,$0
Mississippi,10/30/23,128,"4,047",181,,$40.39,$3.28,$2.41, --,0,2949965,$0
Missouri,10/30/23,553,"6,712",521,,$180.55,$4.33,$9.33, --,3,6168187,"$1,764"
Montana,10/30/23,125,870,82,,$35.49,$0.00,$1.23, --,0,1084225,$0
Nebraska,10/30/23,146,"1,703",153,,$45.49,$0.77,$1.74, --,2,1961504,"$1,176"
Nevada,10/30/23,465,"4,438",608,,$163.63,$4.55,$8.18, --,0,3104614,$0
New Hampshire,10/30/23,111,580,120,,$50.60,$1.23,$2.10, --,1,1388992,$588
New Jersey,10/30/23,"1,053","7,296","1,124",,$390.87,$8.00,$16.57, --,1,9288994,$588
New Mexico,10/30/23,158,"1,711",175,,$33.12,$18.02,$2.33, --,0,2117522,$0
New York,10/30/23,"2,979","19,145","3,013",,"$1,078.16",$49.17,$52.97, --,10,19835913,"$5,880"
North Carolina,10/30/23,984,"10,750","1,085",,$366.64,$22.80,$18.57, --,2,10551162,"$1,176"
North Dakota,10/30/23,97,689,50,,$30.60,$0.61,$0.98, --,0,779702,$0
Ohio,10/30/23,852,"15,728",909,,$373.75,$14.52,$12.08, --,4,11780017,"$2,352"
Oklahoma,10/30/23,259,"4,122",424,,$87.97,$2.88,$7.38, --,2,3986639,"$1,176"
Oregon,10/30/23,405,"1,911",569,,$142.45,$1.48,$7.54, --,0,4237256,$0
Pennsylvania,10/30/23,"1,089","10,241","1,328",,$411.29,$10.02,$22.71, --,3,12964056,"$1,764"
Rhode Island,10/30/23,139,685,140,,$74.11,$0.40,$2.54, --,0,1098163,$0
San Francisco Bay Area,10/30/23,957,"41,002","1,654",,$356.21,$29.29,$22.12, --,2,7753000,"$1,176"
Silicon Valley,10/30/23,206,416,424,,$50.89,$0.63,$5.74, --,1,3137600,$588
South Carolina,10/30/23,479,"5,505",434,,$184.50,$4.04,$7.69, --,0,5190705,$0
South Dakota,10/30/23,46,839,51,,$4.33,$1.70,$0.84, --,0,903027,$0
Tbilisi,10/30/23,,1,,, --,$0.00, --, --,0,1200000,$0
Tennessee,10/30/23,559,"9,440",571,,$178.88,$16.09,$8.82, --,1,6975218,$588
Texas,10/30/23,"2,632","23,501","3,242",,$774.33,$37.10,$48.53, --,7,29527941,"$4,116"
Utah,10/30/23,283,"1,543",294,,$97.95,$1.30,$4.15, --,1,3337975,$588
Vermont,10/30/23,59,300,60,,$17.42,$5.51,$0.59, --,0,643077,$0
Virginia,10/30/23,856,"10,033",972,,$228.74,$32.05,$13.92, --,2,8642274,"$1,176"
Washington,10/30/23,"1,472","4,440","1,401",,$467.55,$4.27,$25.40, --,5,7796941,"$2,940"
West Virginia,10/30/23,82,"1,643",129,,$19.26,$6.94,$2.12, --,0,1782959,$0
Wisconsin,10/30/23,508,"3,243",434,,$164.10,$5.42,$7.29, --,0,5893718,$0
Wyoming,10/30/23,68,575,40,,$9.40,$0.32,$0.56, --,0,577719,$0
Alabama,11/6/23,367,63,422,,$140.07,$0.00,$5.16, --,2,5039877,"$1,176"
Alaska,11/6/23,74,16,97,,$12.56,$0.00,$1.25, --,0,732673,$0
Arizona,11/6/23,751,111,771,,$286.16,$14.58,$12.30, --,3,7359197,"$1,764"
Arkansas,11/6/23,162,59,221,,$47.98,$0.00,$3.07, --,2,3011524,"$1,176"
California,11/6/23,"3,616",746,"5,924",,"$1,186.49",$36.19,$84.77, --,11,39538223,"$6,468"
Colorado,11/6/23,728,66,662,,$245.18,$4.01,$9.52, --,3,5807719,"$1,764"
Connecticut,11/6/23,392,44,417,,$134.53,$25.83,$5.99, --,1,3605597,$588
Delaware,11/6/23,102,3,137,,$46.65,$0.00,$2.03, --,0,1003384,$0
District of Columbia,11/6/23,259,39,281,,$71.48,$0.00,$5.22, --,0,689545,$0
Florida,11/6/23,"37,519",539,"2,818",,"$1,875.42",$31.11,$48.25, --,13,21781128,"$7,644"
Georgia,11/6/23,"1,185",208,"1,259",,$333.07,$21.42,$18.95, --,2,10711908,"$1,176"
Hawaii,11/6/23,222,22,897,,$79.76,$8.22,$14.19, --,0,1455271,$0
Idaho,11/6/23,112,42,127,,$47.26,$0.00,$1.87, --,0,1839106,$0
Illinois,11/6/23,"1,216",336,"1,733",,$389.06,$14.08,$27.86, --,10,12671469,"$5,880"
Indiana,11/6/23,484,49,496,,$139.17,$1.74,$6.17, --,1,6785528,$588
Iowa,11/6/23,178,21,194,,$71.15,$0.00,$2.36, --,3,3190369,"$1,764"
Kansas,11/6/23,197,17,235,,$31.12,$0.00,$3.69, --,0,2937880,$0
Kentucky,11/6/23,257,43,313,,$88.26,$0.00,$4.00, --,1,4505836,$588
Louisiana,11/6/23,326,49,392,,$98.38,$0.00,$5.76, --,2,4657757,"$1,176"
Maine,11/6/23,144,7,144,,$32.75,$0.00,$2.68, --,2,1372247,"$1,176"
Maryland,11/6/23,727,57,912,,$288.10,$5.81,$12.39, --,4,6165129,"$2,352"
Massachusetts,11/6/23,"1,707",313,877,,$537.96,$70.23,$13.92, --,6,6984723,"$3,528"
Michigan,11/6/23,"1,002",119,832,,$333.41,$1.37,$12.94, --,0,10077331,$0
Minnesota,11/6/23,548,41,620,,$202.26,$0.00,$10.79, --,2,5706398,"$1,176"
Mississippi,11/6/23,170,37,173,,$41.63,$0.00,$2.06, --,0,2949965,$0
Missouri,11/6/23,501,48,499,,$175.47,$0.00,$7.75, --,2,6168187,"$1,176"
Montana,11/6/23,105,21,54,,$28.12,$0.00,$0.79, --,1,1084225,$588
Nebraska,11/6/23,157,22,132,,$65.36,$0.00,$1.48, --,1,1961504,$588
Nevada,11/6/23,406,96,650,,$113.71,$10.97,$10.42, --,1,3104614,$588
New Hampshire,11/6/23,97,8,86,,$76.70,$0.00,$1.55, --,0,1388992,$0
New Jersey,11/6/23,"1,067",119,"1,147",,$351.49,$0.68,$16.90, --,3,9288994,"$1,764"
New Mexico,11/6/23,144,22,169,,$48.52,$2.86,$2.69, --,1,2117522,$588
New York,11/6/23,"2,827","1,464","3,128",,"$1,022.47",$84.19,$48.51, --,7,19835913,"$4,116"
North Carolina,11/6/23,937,94,"1,079",,$345.01,$0.00,$19.02, --,5,10551162,"$2,940"
North Dakota,11/6/23,92,3,59,,$29.21,$0.00,$1.09, --,0,779702,$0
Ohio,11/6/23,892,104,948,,$272.38,$2.93,$14.37, --,7,11780017,"$4,116"
Oklahoma,11/6/23,250,36,369,,$92.71,$0.00,$6.61, --,1,3986639,$588
Oregon,11/6/23,349,53,580,,$85.77,$9.62,$7.51, --,3,4237256,"$1,764"
Pennsylvania,11/6/23,"1,122",152,"1,433",,$512.88,$2.59,$24.16, --,3,12964056,"$1,764"
Rhode Island,11/6/23,136,8,133,,$31.40,$0.00,$2.12, --,0,1098163,$0
San Francisco Bay Area,11/6/23,833,329,"1,781",,$274.93,$4.18,$24.35, --,5,7753000,"$2,940"
Silicon Valley,11/6/23,205,30,408,,$70.83,$0.00,$5.73, --,2,3137600,"$1,176"
South Carolina,11/6/23,478,42,472,,$137.35,$0.00,$9.38, --,2,5190705,"$1,176"
South Dakota,11/6/23,38,5,34,,$11.95,$0.00,$0.42, --,0,903027,$0
Tennessee,11/6/23,554,54,553,,$196.77,$2.10,$7.94, --,1,6975218,$588
Texas,11/6/23,"2,376",309,"3,301",,$802.76,$19.11,$51.63, --,8,29527941,"$4,704"
Utah,11/6/23,260,13,307,,$87.37,$0.00,$5.29, --,2,3337975,"$1,176"
Vermont,11/6/23,56,4,42,,$12.89,$0.00,$0.46, --,0,643077,$0
Virginia,11/6/23,840,178,"1,002",,$312.32,$6.54,$16.03, --,4,8642274,"$2,352"
Washington,11/6/23,"1,301",117,"1,534",,$441.17,$20.70,$26.65, --,5,7796941,"$2,940"
West Virginia,11/6/23,82,10,92,,$20.26,$0.00,$1.49, --,0,1782959,$0
Wisconsin,11/6/23,470,44,540,,$187.10,$0.00,$9.01, --,3,5893718,"$1,764"
Wyoming,11/6/23,54,3,51,,$12.62,$0.00,$0.71, --,1,577719,$588
Alabama,11/13/23,383,77,390,,$177.16,$19.13,$5.48, --,0,5039877,$0
Alaska,11/13/23,101,16,91,,$12.65,$0.00,$1.28, --,0,732673,$0
Arizona,11/13/23,841,97,761,,$208.56,$0.48,$13.55, --,1,7359197,$588
Arkansas,11/13/23,234,47,206,,$75.40,$13.45,$3.64, --,3,3011524,"$1,764"
California,11/13/23,"4,260",941,"5,209",,"$1,182.98",$37.17,$83.21, --,9,39538223,"$5,292"
Colorado,11/13/23,861,51,621,,$261.76,$1.29,$9.18, --,4,5807719,"$2,352"
Connecticut,11/13/23,455,63,405,,$118.46,$0.00,$5.88, --,2,3605597,"$1,176"
Delaware,11/13/23,127,4,122,,$49.34,$0.00,$1.97, --,0,1003384,$0
District of Columbia,11/13/23,296,50,255,,$152.64,$19.27,$5.01, --,3,689545,"$1,764"
Florida,11/13/23,"18,367",535,"2,735",,"$1,715.07",$25.89,$53.86, --,20,21781128,"$11,760"
Georgia,11/13/23,"1,323",131,"1,247",,$450.01,$9.87,$23.16, --,4,10711908,"$2,352"
Hawaii,11/13/23,237,58,705,,$60.57,$0.00,$11.38, --,0,1455271,$0
Idaho,11/13/23,145,14,92,,$47.97,$0.00,$1.50, --,0,1839106,$0
Illinois,11/13/23,"1,340",229,"1,638",,$502.91,$17.82,$33.19, --,10,12671469,"$5,880"
Indiana,11/13/23,547,50,510,,$268.06,$6.44,$7.05, --,1,6785528,$588
Iowa,11/13/23,220,43,173,,$74.44,$0.00,$3.86, --,2,3190369,"$1,176"
Kansas,11/13/23,185,48,199,,$34.92,$3.01,$5.30, --,0,2937880,$0
Kentucky,11/13/23,316,52,291,,$93.13,$5.18,$3.97, --,3,4505836,"$1,764"
Louisiana,11/13/23,376,56,352,,$145.85,$0.00,$4.43, --,1,4657757,$588
Maine,11/13/23,179,21,108,,$42.82,$0.00,$1.86, --,1,1372247,$588
Maryland,11/13/23,822,84,904,,$262.62,$6.93,$12.88, --,5,6165129,"$2,940"
Massachusetts,11/13/23,"1,662",435,857,,$419.19,$70.19,$13.94, --,5,6984723,"$2,940"
Michigan,11/13/23,"1,101",94,820,,$332.10,$16.72,$12.76, --,4,10077331,"$2,352"
Minnesota,11/13/23,653,81,549,,$156.57,$10.75,$9.17, --,3,5706398,"$1,764"
Mississippi,11/13/23,151,33,146,,$54.86,$0.00,$2.13, --,1,2949965,$588
Missouri,11/13/23,527,31,479,,$164.59,$6.47,$6.47, --,1,6168187,$588
Montana,11/13/23,121,8,49,,$29.14,$0.00,$0.89, --,0,1084225,$0
Nebraska,11/13/23,187,10,138,,$53.08,$0.00,$1.81, --,1,1961504,$588
Nevada,11/13/23,441,101,521,,$127.06,$12.86,$7.51, --,5,3104614,"$2,940"
New Hampshire,11/13/23,114,15,95,,$27.80,$0.00,$1.49, --,0,1388992,$0
New Jersey,11/13/23,"1,250",179,"1,087",,$387.67,$9.78,$18.34, --,4,9288994,"$2,352"
New Mexico,11/13/23,200,30,154,,$101.36,$12.37,$5.16, --,0,2117522,$0
New York,11/13/23,"3,333","2,304","3,049",,"$1,231.81",$115.85,$50.02, --,21,19835913,"$12,348"
North Carolina,11/13/23,"1,114",173,"1,054",,$487.15,$7.21,$16.04, --,12,10551162,"$7,056"
North Dakota,11/13/23,111,6,68,,$46.30,$0.00,$1.17, --,3,779702,"$1,764"
Ohio,11/13/23,973,162,878,,$286.05,$12.20,$14.17, --,7,11780017,"$4,116"
Oklahoma,11/13/23,278,50,370,,$99.64,$3.56,$6.77, --,2,3986639,"$1,176"
Oregon,11/13/23,427,26,564,,$145.09,$0.00,$8.43, --,3,4237256,"$1,764"
Pennsylvania,11/13/23,"1,099",145,"1,276",,$418.34,$0.00,$22.74, --,5,12964056,"$2,940"
Rhode Island,11/13/23,119,10,130,,$34.45,$0.00,$2.54, --,0,1098163,$0
San Francisco Bay Area,11/13/23,969,492,"1,611",,$408.84,$13.31,$22.60, --,4,7753000,"$2,352"
Silicon Valley,11/13/23,244,30,416,,$54.90,$0.00,$6.15, --,2,3137600,"$1,176"
South Carolina,11/13/23,486,97,458,,$227.71,$5.70,$7.99, --,0,5190705,$0
South Dakota,11/13/23,46,4,45,,$14.37,$0.00,$0.47, --,0,903027,$0
Tennessee,11/13/23,767,99,539,,$194.48,$5.07,$7.60, --,5,6975218,"$2,940"
Texas,11/13/23,"3,039",412,"3,158",,$989.03,$15.17,$46.86, --,16,29527941,"$9,408"
Utah,11/13/23,332,17,297,,$129.89,$0.00,$4.05, --,0,3337975,$0
Vermont,11/13/23,64,8,46,,$24.04,$0.00,$0.68, --,0,643077,$0
Virginia,11/13/23,"1,054",248,983,,$254.86,$12.05,$16.52, --,3,8642274,"$1,764"
Washington,11/13/23,"1,505",96,"1,297",,$455.22,$9.09,$20.75, --,5,7796941,"$2,940"
West Virginia,11/13/23,79,14,143,,$50.13,$0.00,$2.16, --,1,1782959,$588
Wisconsin,11/13/23,526,57,449,,$120.12,$0.00,$7.82, --,1,5893718,$588
Wyoming,11/13/23,60,7,35,,$15.09,$0.00,$0.53, --,0,577719,$0
Alabama,11/20/23,487,89,334,,$225.31,$16.04,$6.56, --,5,5039877,"$2,940"
Alaska,11/20/23,119,6,82,,$10.14,$0.00,$0.97, --,0,732673,$0
Arizona,11/20/23,931,71,649,,$234.18,$16.98,$10.94, --,1,7359197,$588
Arkansas,11/20/23,259,34,198,,$59.19,$0.00,$4.48, --,0,3011524,$0
California,11/20/23,"4,481",688,"5,009",,"$1,251.73",$31.62,$80.90, --,10,39538223,"$5,880"
Colorado,11/20/23,"1,174",62,609,,$436.05,$0.00,$10.98, --,2,5807719,"$1,176"
Connecticut,11/20/23,538,53,352,,$273.28,$5.89,$5.42, --,1,3605597,$588
Delaware,11/20/23,115,8,152,,$35.69,$0.00,$2.15, --,0,1003384,$0
District of Columbia,11/20/23,374,60,261,,$124.54,$1.42,$5.01, --,3,689545,"$1,764"
Florida,11/20/23,"10,636",550,"2,657",,"$1,784.25",$15.39,$62.00, --,11,21781128,"$6,468"
Georgia,11/20/23,"1,738",209,"1,161",,$640.38,$5.93,$18.18, --,6,10711908,"$3,528"
Hawaii,11/20/23,270,42,755,,$114.53,$0.00,$10.87, --,0,1455271,$0
Idaho,11/20/23,170,23,99,,$39.74,$0.00,$2.15, --,0,1839106,$0
Illinois,11/20/23,"1,704",320,"1,736",,$687.02,$95.32,$38.69, --,11,12671469,"$6,468"
Indiana,11/20/23,630,63,500,,$251.30,$14.14,$8.43, --,4,6785528,"$2,352"
Iowa,11/20/23,266,83,177,,$116.03,$9.80,$2.79, --,2,3190369,"$1,176"
Kansas,11/20/23,273,24,178,,$78.33,$0.00,$3.56, --,1,2937880,$588
Kentucky,11/20/23,368,43,216,,$91.69,$0.00,$2.95, --,2,4505836,"$1,176"
Louisiana,11/20/23,447,41,340,,$184.73,$0.00,$4.60, --,6,4657757,"$3,528"
Maine,11/20/23,225,13,74,,$69.60,$0.00,$1.58, --,0,1372247,$0
Maryland,11/20/23,"1,162",84,817,,$404.96,$3.57,$13.63, --,4,6165129,"$2,352"
Massachusetts,11/20/23,"2,084",304,843,,$558.09,$58.44,$13.17, --,7,6984723,"$4,116"
Michigan,11/20/23,"1,366",174,817,,$532.41,$0.00,$15.35, --,8,10077331,"$4,704"
Minnesota,11/20/23,883,71,509,,$243.71,$4.35,$8.72, --,6,5706398,"$3,528"
Mississippi,11/20/23,224,22,158,,$137.22,$0.00,$2.19, --,0,2949965,$0
Missouri,11/20/23,680,69,416,,$237.99,$0.57,$9.14, --,5,6168187,"$2,940"
Montana,11/20/23,158,6,54,,$39.56,$0.00,$1.37, --,0,1084225,$0
Nebraska,11/20/23,202,13,113,,$100.56,$0.00,$1.44, --,1,1961504,$588
Nevada,11/20/23,480,110,523,,$129.41,$2.13,$9.03, --,1,3104614,$588
New Hampshire,11/20/23,124,23,81,,$42.54,$0.10,$1.88, --,0,1388992,$0
New Jersey,11/20/23,"1,403",174,"1,114",,$430.32,$0.31,$20.30, --,11,9288994,"$6,468"
New Mexico,11/20/23,193,19,180,,$66.57,$0.00,$5.62, --,1,2117522,$588
New York,11/20/23,"4,213","1,392","3,177",,"$1,344.24",$114.88,$55.81, --,18,19835913,"$10,584"
North Carolina,11/20/23,"1,478",98,898,,$465.28,$15.93,$13.28, --,15.03,10551162,"$8,838"
North Dakota,11/20/23,155,5,41,,$22.37,$0.00,$0.55, --,1,779702,$588
Ohio,11/20/23,"1,166",153,836,,$342.15,$0.00,$12.97, --,6,11780017,"$3,528"
Oklahoma,11/20/23,401,120,385,,$104.08,$40.51,$8.12, --,1,3986639,$588
Oregon,11/20/23,443,51,507,,$113.49,$10.49,$7.23, --,1,4237256,$588
Pennsylvania,11/20/23,"1,483",178,"1,169",,$448.69,$2.91,$18.77, --,6,12964056,"$3,528"
Rhode Island,11/20/23,126,18,124,,$31.00,$0.00,$1.95, --,2,1098163,"$1,176"
San Francisco Bay Area,11/20/23,"1,155",621,"1,633",,$330.76,$33.22,$24.28, --,4,7753000,"$2,352"
Silicon Valley,11/20/23,243,11,353,,$79.72,$0.00,$5.06, --,2,3137600,"$1,176"
South Carolina,11/20/23,601,200,442,,$259.88,$10.57,$7.43, --,4,5190705,"$2,352"
South Dakota,11/20/23,72,12,38,,$28.26,$0.00,$0.50, --,0,903027,$0
Tennessee,11/20/23,828,121,476,,$283.46,$12.36,$7.58, --,8,6975218,"$4,704"
Texas,11/20/23,"3,995",489,"3,073",,"$1,035.90",$52.01,$48.04, --,14,29527941,"$8,232"
Utah,11/20/23,340,20,308,,$74.25,$0.00,$4.35, --,4,3337975,"$2,352"
Vermont,11/20/23,73,10,41,,$21.20,$0.00,$0.49, --,1,643077,$588
Virginia,11/20/23,"1,351",178,"1,002",,$419.86,$6.00,$16.18, --,13,8642274,"$7,644"
Washington,11/20/23,"1,921",125,"1,231",,$496.96,$0.39,$20.58, --,5,7796941,"$2,940"
West Virginia,11/20/23,164,23,97,,$42.33,$0.00,$1.80, --,0,1782959,$0
Wisconsin,11/20/23,497,61,442,,$144.64,$0.00,$7.19, --,1,5893718,$588
Wyoming,11/20/23,59,4,32,,$16.91,$0.00,$0.45, --,0,577719,$0
Alabama,11/27/23,447,93,361,,$227.35,$4.39,$5.53, --,5,5039877,"$2,940"
Alaska,11/27/23,100,5,87,,$24.60,$0.00,$1.45, --,0,732673,$0
Arizona,11/27/23,875,73,624,,$304.35,$32.46,$9.54, --,2,7359197,"$1,176"
Arkansas,11/27/23,234,40,178,,$114.03,$2.79,$3.91, --,2,3011524,"$1,176"
California,11/27/23,"4,127",843,"4,791",,"$1,497.76",$50.25,$71.03, --,18,39538223,"$10,584"
Colorado,11/27/23,891,61,574,,$397.90,$1.45,$9.65, --,5,5807719,"$2,940"
Connecticut,11/27/23,622,46,342,,$345.34,$2.63,$5.89, --,4,3605597,"$2,352"
Delaware,11/27/23,111,7,113,,$101.40,$0.27,$2.52, --,0,1003384,$0
District of Columbia,11/27/23,344,54,235,,$153.99,$5.60,$4.79, --,0,689545,$0
Florida,11/27/23,"11,447",675,"2,636",,"$2,468.89",$38.88,$50.09, --,29,21781128,"$17,052"
Georgia,11/27/23,"1,639",173,"1,069",,$715.47,$8.38,$16.34, --,10,10711908,"$5,880"
Hawaii,11/27/23,366,60,772,,$141.54,$0.37,$10.14, --,4,1455271,"$2,352"
Idaho,11/27/23,167,14,92,,$75.10,$0.00,$1.44, --,2,1839106,"$1,176"
Illinois,11/27/23,"1,735",411,"1,637",,$912.97,$70.56,$33.93, --,15,12671469,"$8,820"
Indiana,11/27/23,626,43,410,,$279.48,$1.54,$7.28, --,6,6785528,"$3,528"
Iowa,11/27/23,257,26,172,,$92.95,$0.00,$3.10, --,3,3190369,"$1,764"
Kansas,11/27/23,262,18,173,,$88.82,$0.00,$2.29, --,0,2937880,$0
Kentucky,11/27/23,359,35,278,,$141.19,$0.35,$4.34, --,3,4505836,"$1,764"
Louisiana,11/27/23,470,36,366,,$342.21,$0.00,$4.84, --,2,4657757,"$1,176"
Maine,11/27/23,206,15,94,,$97.66,$0.00,$2.19, --,0,1372247,$0
Maryland,11/27/23,"1,065",58,814,,$284.19,$34.71,$14.79, --,2,6165129,"$1,176"
Massachusetts,11/27/23,"1,992",609,814,,$911.36,$118.73,$12.68, --,15,6984723,"$8,820"
Michigan,11/27/23,"1,397",104,775,,$573.73,$0.00,$15.99, --,12,10077331,"$7,056"
Minnesota,11/27/23,687,48,559,,$304.14,$0.00,$8.22, --,6,5706398,"$3,528"
Mississippi,11/27/23,203,22,174,,$84.85,$0.00,$2.27, --,2,2949965,"$1,176"
Missouri,11/27/23,704,36,454,,$347.63,$0.73,$10.10, --,9,6168187,"$5,292"
Montana,11/27/23,159,12,62,,$46.64,$0.00,$0.97, --,4,1084225,"$2,352"
Nebraska,11/27/23,216,16,107,,$87.46,$0.00,$1.38, --,4,1961504,"$2,352"
Nevada,11/27/23,467,80,512,,$167.12,$4.22,$8.30, --,0,3104614,$0
New Hampshire,11/27/23,190,22,72,,$125.58,$0.00,$1.01, --,0,1388992,$0
New Jersey,11/27/23,"1,470",118,"1,036",,$676.84,$0.89,$17.62, --,13,9288994,"$7,644"
New Mexico,11/27/23,172,12,149,,$37.89,$0.00,$2.65, --,4,2117522,"$2,352"
New York,11/27/23,"4,163","2,320","2,860",,"$2,258.57",$152.90,$45.77, --,37,19835913,"$21,756"
North Carolina,11/27/23,"1,203",131,983,,$556.74,$11.33,$17.50, --,12,10551162,"$7,056"
North Dakota,11/27/23,96,3,41,,$26.91,$0.00,$0.57, --,0,779702,$0
Ohio,11/27/23,"1,166",82,833,,$486.68,$0.24,$12.32, --,17,11780017,"$9,996"
Oklahoma,11/27/23,385,86,301,,$112.25,$0.00,$5.38, --,2,3986639,"$1,176"
Oregon,11/27/23,339,23,483,,$79.05,$3.00,$7.05, --,0,4237256,$0
Pennsylvania,11/27/23,"1,554",113,"1,129",,$821.98,$25.23,$19.97, --,24,12964056,"$14,112"
Rhode Island,11/27/23,183,16,106,,$62.86,$0.00,$1.80, --,2,1098163,"$1,176"
San Francisco Bay Area,11/27/23,947,405,"1,582",,$415.83,$3.42,$21.66, --,5,7753000,"$2,940"
Silicon Valley,11/27/23,197,19,379,,$73.11,$0.00,$5.67, --,2,3137600,"$1,176"
South Carolina,11/27/23,619,154,419,,$281.29,$11.62,$6.94, --,11,5190705,"$6,468"
South Dakota,11/27/23,64,7,37,,$33.67,$25.92,$0.56, --,0,903027,$0
Tennessee,11/27/23,799,60,450,,$352.55,$0.00,$6.00, --,5,6975218,"$2,940"
Texas,11/27/23,"3,634",472,"3,046",,"$1,553.31",$12.87,$46.92, --,30,29527941,"$17,640"
Utah,11/27/23,342,10,273,,$141.58,$0.00,$3.08, --,1,3337975,$588
Vermont,11/27/23,133,15,41,,$61.07,$0.00,$0.42, --,0,643077,$0
Virginia,11/27/23,"1,143",375,972,,$463.96,$22.98,$16.17, --,14,8642274,"$8,232"
Washington,11/27/23,"1,726",83,"1,144",,$762.97,$0.62,$17.54, --,10,7796941,"$5,880"
West Virginia,11/27/23,116,16,105,,$34.12,$0.35,$2.57, --,0,1782959,$0
Wisconsin,11/27/23,544,33,384,,$303.47,$0.96,$6.40, --,3,5893718,"$1,764"
Wyoming,11/27/23,70,5,34,,$18.30,$0.00,$0.50, --,1,577719,$588
Alabama,12/4/23,524,187,438,,$272.49,$3.56,$6.91, --,3,5039877,"$1,764"
Alaska,12/4/23,107,26,117,,$18.65,$2.23,$1.57, --,0,732673,$0
Arizona,12/4/23,850,250,947,,$360.91,$6.70,$15.07, --,3,7359197,"$1,764"
Arkansas,12/4/23,234,85,291,,$113.25,$4.20,$5.17, --,0,3011524,$0
California,12/4/23,"4,854","2,727","7,012",,"$1,505.07",$71.77,$109.27, --,16,39538223,"$9,408"
Colorado,12/4/23,850,141,774,,$379.10,$7.14,$11.41, --,3,5807719,"$1,764"
Connecticut,12/4/23,543,52,497,,$204.06,$0.23,$6.49, --,3,3605597,"$1,764"
Delaware,12/4/23,151,30,183,,$59.94,$1.14,$4.25, --,2,1003384,"$1,176"
District of Columbia,12/4/23,343,139,384,,$224.45,$0.21,$9.60, --,2,689545,"$1,176"
Florida,12/4/23,"14,210","2,313","3,595",,"$2,371.36",$18.65,$75.69, --,24,21781128,"$14,112"
Georgia,12/4/23,"1,614",693,"1,592",,$834.32,$40.26,$28.00, --,17,10711908,"$9,996"
Hawaii,12/4/23,442,111,"1,019",,$176.71,$6.97,$14.02, --,3,1455271,"$1,764"
Idaho,12/4/23,151,34,124,,$70.62,$0.00,$1.90, --,0,1839106,$0
Illinois,12/4/23,"1,856",944,"2,331",,"$1,071.79",$36.23,$44.57, --,20,12671469,"$11,760"
Indiana,12/4/23,680,59,572,,$359.06,$0.35,$8.42, --,5,6785528,"$2,940"
Iowa,12/4/23,304,43,221,,$154.10,$1.79,$3.88, --,0,3190369,$0
Kansas,12/4/23,252,19,239,,$124.74,$0.00,$3.41, --,3,2937880,"$1,764"
Kentucky,12/4/23,340,116,408,,$168.00,$0.00,$6.70, --,5,4505836,"$2,940"
Louisiana,12/4/23,483,80,498,,$274.35,$3.25,$7.89, --,8,4657757,"$4,704"
Maine,12/4/23,189,14,105,,$81.42,$0.00,$1.56, --,1,1372247,$588
Maryland,12/4/23,915,93,"1,187",,$482.11,$7.00,$19.94, --,6,6165129,"$3,528"
Massachusetts,12/4/23,"1,853","1,112","1,222",,$939.30,$114.44,$19.37, --,11,6984723,"$6,468"
Michigan,12/4/23,"1,525",134,"1,047",,$611.90,$7.70,$19.64, --,7,10077331,"$4,116"
Minnesota,12/4/23,793,87,821,,$350.26,$6.87,$16.13, --,7,5706398,"$4,116"
Mississippi,12/4/23,239,87,217,,$125.72,$0.13,$2.82, --,3,2949965,"$1,764"
Missouri,12/4/23,810,111,663,,$386.85,$3.81,$25.13, --,3,6168187,"$1,764"
Montana,12/4/23,123,15,78,,$44.27,$1.23,$1.24, --,2,1084225,"$1,176"
Nebraska,12/4/23,230,25,149,,$117.92,$0.00,$2.01, --,2,1961504,"$1,176"
Nevada,12/4/23,498,194,742,,$219.91,$15.33,$14.91, --,6,3104614,"$3,528"
New Hampshire,12/4/23,159,19,129,,$74.91,$0.00,$1.89, --,1,1388992,$588
New Jersey,12/4/23,"1,502",326,"1,536",,$662.51,$3.11,$25.93, --,17,9288994,"$9,996"
New Mexico,12/4/23,179,34,199,,$66.96,$0.30,$3.58, --,3,2117522,"$1,764"
New York,12/4/23,"4,165","9,186","4,190",,"$2,307.66",$342.03,$68.55, --,44.01,19835913,"$25,878"
North Carolina,12/4/23,"1,428",148,"1,399",,$784.90,$3.08,$38.25, --,16.97,10551162,"$9,978"
North Dakota,12/4/23,127,13,52,,$45.87,$0.66,$0.70, --,0,779702,$0
Ohio,12/4/23,"1,156",195,"1,137",,$555.68,$3.00,$18.13, --,19,11780017,"$11,172"
Oklahoma,12/4/23,337,46,359,,$144.94,$1.49,$5.29, --,2,3986639,"$1,176"
Oregon,12/4/23,388,99,706,,$154.71,$0.68,$10.29, --,1,4237256,$588
Pennsylvania,12/4/23,"1,574",89,"1,645",,$933.87,$3.72,$25.07, --,15,12964056,"$8,820"
